Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2022-05-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.87307115507994
2022-05-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.87252568650864
2022-05-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.62196384964413
2022-05-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.7943387264588
2022-05-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.23606693330174
2022-05-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.44706595975042
2022-05-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.60353675040931
2022-05-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.841257831153165
2022-05-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.84071236258134
2022-05-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.59015052571858
2022-05-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.7625254025295
2022-05-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.20425360937948
2022-05-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.4152526358202
2022-05-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.57172342648399
2022-05-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.80944450723189
2022-05-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.80889903865537
2022-05-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.55833720179927
2022-05-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.730712078606985
2022-06-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.17244028545506
2022-06-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.383439311897625
2022-06-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.5399101025665
2022-06-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.777631183305104
2022-06-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.777085714731776
2022-06-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.52652387787208
2022-06-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.69889875468108
2022-06-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.140626961534956
2022-06-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.35162598797556
2022-06-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.508096778639924
2022-06-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.74581785937833
2022-06-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.74527239080819
2022-06-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.494710553948835
2022-06-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.667085430762256
2022-06-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.108813637610524
2022-06-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.31981266405246
2022-06-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.47628345471583
2022-06-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.71400453545704
2022-06-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.7134590668785
2022-06-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.462897230021646
2022-06-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.63527210683634
2022-06-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.07700031368008
2022-06-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.2879993401304
2022-06-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.444470130790506
2022-06-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.68219121153471
2022-06-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.681645742958615
2022-06-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.43108390610233
2022-06-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.603458782913826
2022-06-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.04518698975998
2022-06-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.25618601620019
2022-07-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.41265680686518
2022-07-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.650377887610674
2022-07-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.64983241903133
2022-07-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.39927058217515
2022-07-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.57164545898454
2022-07-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.01337366583556
2022-07-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.224372692278116
2022-07-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.38084348293984
2022-07-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.6185645636839
2022-07-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.61801909511146
2022-07-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.36745725825353
2022-07-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.53983213506202
2022-07-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.98156034191329
2022-07-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.19255936835502
2022-07-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.349030159015754
2022-07-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.586751239767054
2022-07-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.58620577119158
2022-07-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.33564393433028
2022-07-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.50801881114319
2022-07-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.949747017991015
2022-07-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.160746044432955
2022-07-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.317216835095785
2022-07-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.55493791584028
2022-07-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.55439244726799
2022-07-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.303830610407026
2022-07-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.47620548722067
2022-07-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.917933694062754
2022-07-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.128932720510896
2022-07-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.2854035111717
2022-07-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.52312459191625
2022-07-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.52257912334441
2022-08-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.272017286479844
2022-08-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.44439216329138
2022-08-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.88612037013832
2022-08-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.09711939658781
2022-08-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.25359018724636
2022-08-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.49131126799222
2022-08-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.49076579941472
2022-08-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.240203962560535
2022-08-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.41257883936886
2022-08-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.85430704621822
2022-08-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.065306072665734
2022-08-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.22177686332888
2022-08-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.45949794406819
2022-08-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.45895247549484
2022-08-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.20839063863335
2022-08-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.38076551544295
2022-08-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.822493722293785
2022-08-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.03349274873551
2022-08-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.18996353940231
2022-08-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.42768462014141
2022-08-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.427139151567545
2022-08-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.176577314707785
2022-08-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.34895219152413
2022-08-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.79068039837152
2022-08-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.00167942481294
2022-08-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.15815021547822
2022-08-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.39587129622013
2022-08-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.395325827647675
2022-08-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.14476399078454
2022-08-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.317138867598224
2022-08-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.758867074447096
2022-09-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.969866100890364
2022-09-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.126336891554125
2022-09-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.36405797229779
2022-09-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.36351250372409
2022-09-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.112950666861295
2022-09-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.285325543675704
2022-09-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.727053750526984
2022-09-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.938052776960646
2022-09-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.094523567627554
2022-09-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.33224464837376
2022-09-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.3316991798005
2022-09-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.08113734293804
2022-09-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.25351221974641
2022-09-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.69524042659655
2022-09-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.90623945303807
2022-09-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.062710243703464
2022-09-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.30043132444698
2022-09-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.29988585587081
2022-09-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.04932401901248
2022-09-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.22169889582389
2022-09-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.663427102674284
2022-09-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.87442612911549
2022-09-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,44.03089691977814
2022-09-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.2686180005257
2022-09-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.26807253195093
2022-09-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.01751069509318
2022-09-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.18988557190137
2022-09-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.631613778752026
2022-09-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.84261280519292
2022-09-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.99908359585941
2022-10-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.23680467659892
2022-10-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.23625920802364
2022-10-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.98569737116599
2022-10-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.15807224797547
2022-10-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.59980045482375
2022-10-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.81079948127085
2022-10-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.967270271934076
2022-10-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.204991352672145
2022-10-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.20444588410377
2022-10-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.95388404724274
2022-10-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.126258924056636
2022-10-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.56798713089931
2022-10-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.77898615734776
2022-10-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.935456948009985
2022-10-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.1731780287553
2022-10-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.17263256017408
2022-10-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.922070723319486
2022-10-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.09444560013073
2022-10-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.53617380697921
2022-10-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.747172833425694
2022-10-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.90364362408466
2022-10-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.141364704828526
2022-10-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.140819236254195
2022-10-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.89025739939623
2022-10-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.06263227620821
2022-10-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.50436048305479
2022-10-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.71535950949548
2022-10-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.871830300159324
2022-10-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.1095513809045
2022-10-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.10900591232691
2022-10-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.85844407546906
2022-11-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.03081895228601
2022-11-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.472547159130364
2022-11-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.683546185572894
2022-11-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.840016976234
2022-11-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.077738056980465
2022-11-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.07719258840703
2022-11-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.82663075154744
2022-11-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.999005628363484
2022-11-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.440733835208086
2022-11-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.651732861650316
2022-11-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.808203652309906
2022-11-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.04592473306088
2022-11-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.04537926448715
2022-11-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.79481742762418
2022-11-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.967192304437575
2022-11-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.40892051128582
2022-11-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.61991953772825
2022-11-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.77639032838994
2022-11-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.01411140913409
2022-11-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.01356594055985
2022-11-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.763004103700936
2022-11-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.93537898051167
2022-11-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.377107187357545
2022-11-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.588106213806185
2022-11-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.74457700446584
2022-11-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.98229808521007
2022-11-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.98175261663999
2022-11-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.73119077977538
2022-11-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.903565656585776
2022-11-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.34529386343313
2022-12-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.556292889883096
2022-12-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.71276368054052
2022-12-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.95048476128604
2022-12-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.9499392927103
2022-12-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.69937745585607
2022-12-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.87175233266324
2022-12-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.313480539513016
2022-12-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.52447956596102
2022-12-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.68095035662179
2022-12-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.91867143736201
2022-12-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.91812596878671
2022-12-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.66756413192888
2022-12-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.83993900873734
2022-12-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.28166721558859
2022-12-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.49266624203081
2022-12-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.64913703269646
2022-12-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.88685811343523
2022-12-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.88631264486312
2022-12-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.635750808001696
2022-12-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.80812568481851
2022-12-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.24985389166632
2022-12-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.46085291810823
2022-12-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.61732370877236
2022-12-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.85504478951395
2022-12-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.85449932094325
2022-12-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.60393748408239
2022-12-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.77631236089262
2022-12-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,41.21804056774406
2022-12-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,42.42903959418565
2022-12-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,43.585510384848284
2022-12-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,40.82323146559161
2021-01-01,FlyDubai,Dubai,Chennai,Business,First Flyer,29.863164858826583
2021-01-02,FlyDubai,Dubai,Chennai,Business,First Flyer,27.836649549305644
2021-01-03,FlyDubai,Dubai,Chennai,Business,First Flyer,27.364508517663594
2021-01-04,FlyDubai,Dubai,Chennai,Business,First Flyer,27.42057767883094
2021-01-05,FlyDubai,Dubai,Chennai,Business,First Flyer,27.061621569311246
2021-01-06,FlyDubai,Dubai,Chennai,Business,First Flyer,28.75892394475464
2021-01-07,FlyDubai,Dubai,Chennai,Business,First Flyer,28.079263227682482
2021-01-08,FlyDubai,Dubai,Chennai,Business,First Flyer,29.824978119891526
2021-01-09,FlyDubai,Dubai,Chennai,Business,First Flyer,27.798462810371582
2021-01-10,FlyDubai,Dubai,Chennai,Business,First Flyer,27.32632177873552
2021-01-11,FlyDubai,Dubai,Chennai,Business,First Flyer,27.382390939896887
2021-01-12,FlyDubai,Dubai,Chennai,Business,First Flyer,27.023434830380527
2021-01-13,FlyDubai,Dubai,Chennai,Business,First Flyer,28.72073720581934
2021-01-14,FlyDubai,Dubai,Chennai,Business,First Flyer,28.041076488764265
2021-01-15,FlyDubai,Dubai,Chennai,Business,First Flyer,29.78679138098707
2021-01-16,FlyDubai,Dubai,Chennai,Business,First Flyer,27.7602760714788
2021-01-17,FlyDubai,Dubai,Chennai,Business,First Flyer,27.288135039855327
2021-01-18,FlyDubai,Dubai,Chennai,Business,First Flyer,27.34420420103529
2021-01-19,FlyDubai,Dubai,Chennai,Business,First Flyer,26.985248091533332
2021-01-20,FlyDubai,Dubai,Chennai,Business,First Flyer,28.682550466993167
2021-01-21,FlyDubai,Dubai,Chennai,Business,First Flyer,28.00288974993781
2021-01-22,FlyDubai,Dubai,Chennai,Business,First Flyer,29.7486046421604
2021-01-23,FlyDubai,Dubai,Chennai,Business,First Flyer,27.72208933265638
2021-01-24,FlyDubai,Dubai,Chennai,Business,First Flyer,27.249948301032056
2021-01-25,FlyDubai,Dubai,Chennai,Business,First Flyer,27.306017462310635
2021-01-26,FlyDubai,Dubai,Chennai,Business,First Flyer,26.9470613529117
2021-01-27,FlyDubai,Dubai,Chennai,Business,First Flyer,28.644363728465326
2021-01-28,FlyDubai,Dubai,Chennai,Business,First Flyer,27.96470301151543
2021-01-29,FlyDubai,Dubai,Chennai,Business,First Flyer,29.710417903840263
2021-01-30,FlyDubai,Dubai,Chennai,Business,First Flyer,27.68390259443088
2021-01-31,FlyDubai,Dubai,Chennai,Business,First Flyer,27.21176156291039
2021-02-01,FlyDubai,Dubai,Chennai,Business,First Flyer,27.267830724192102
2021-02-02,FlyDubai,Dubai,Chennai,Business,First Flyer,26.908874614789507
2021-02-03,FlyDubai,Dubai,Chennai,Business,First Flyer,28.60617699034835
2021-02-04,FlyDubai,Dubai,Chennai,Business,First Flyer,27.926516273395716
2021-02-05,FlyDubai,Dubai,Chennai,Business,First Flyer,29.672231165716628
2021-02-06,FlyDubai,Dubai,Chennai,Business,First Flyer,27.64573949728345
2021-02-07,FlyDubai,Dubai,Chennai,Business,First Flyer,27.17362210673481
2021-02-08,FlyDubai,Dubai,Chennai,Business,First Flyer,27.2297149089893
2021-02-09,FlyDubai,Dubai,Chennai,Business,First Flyer,26.870782440556514
2021-02-10,FlyDubai,Dubai,Chennai,Business,First Flyer,28.568108457086808
2021-02-11,FlyDubai,Dubai,Chennai,Business,First Flyer,27.888471381108268
2021-02-12,FlyDubai,Dubai,Chennai,Business,First Flyer,29.634209914401925
2021-02-13,FlyDubai,Dubai,Chennai,Business,First Flyer,27.607718245966968
2021-02-14,FlyDubai,Dubai,Chennai,Business,First Flyer,27.135600855416552
2021-02-15,FlyDubai,Dubai,Chennai,Business,First Flyer,27.191693657668825
2021-02-16,FlyDubai,Dubai,Chennai,Business,First Flyer,26.83276118923926
2021-02-17,FlyDubai,Dubai,Chennai,Business,First Flyer,28.530087205769092
2021-02-18,FlyDubai,Dubai,Chennai,Business,First Flyer,27.850450129304022
2021-02-19,FlyDubai,Dubai,Chennai,Business,First Flyer,29.59618866211501
2021-02-20,FlyDubai,Dubai,Chennai,Business,First Flyer,27.56969699319632
2021-02-21,FlyDubai,Dubai,Chennai,Business,First Flyer,27.097579602164917
2021-02-22,FlyDubai,Dubai,Chennai,Business,First Flyer,27.15367240393542
2021-02-23,FlyDubai,Dubai,Chennai,Business,First Flyer,26.794739935016246
2021-02-24,FlyDubai,Dubai,Chennai,Business,First Flyer,28.492065951062457
2021-02-25,FlyDubai,Dubai,Chennai,Business,First Flyer,27.81242887459503
2021-02-26,FlyDubai,Dubai,Chennai,Business,First Flyer,29.558167407404476
2021-02-27,FlyDubai,Dubai,Chennai,Business,First Flyer,27.531675738486772
2021-02-28,FlyDubai,Dubai,Chennai,Business,First Flyer,27.05955834744807
2021-03-01,FlyDubai,Dubai,Chennai,Business,First Flyer,27.11565114810781
2021-03-02,FlyDubai,Dubai,Chennai,Business,First Flyer,26.75671867808048
2021-03-03,FlyDubai,Dubai,Chennai,Business,First Flyer,28.454044693013515
2021-03-04,FlyDubai,Dubai,Chennai,Business,First Flyer,27.774407615434768
2021-03-05,FlyDubai,Dubai,Chennai,Business,First Flyer,29.520146147131676
2021-03-06,FlyDubai,Dubai,Chennai,Business,First Flyer,27.493654477101437
2021-03-07,FlyDubai,Dubai,Chennai,Business,First Flyer,27.021537084953216
2021-03-08,FlyDubai,Dubai,Chennai,Business,First Flyer,27.077629885610563
2021-03-09,FlyDubai,Dubai,Chennai,Business,First Flyer,26.71869741558111
2021-03-10,FlyDubai,Dubai,Chennai,Business,First Flyer,28.416023430515754
2021-03-11,FlyDubai,Dubai,Chennai,Business,First Flyer,27.736386352937117
2021-03-12,FlyDubai,Dubai,Chennai,Business,First Flyer,29.482124884634857
2021-03-13,FlyDubai,Dubai,Chennai,Business,First Flyer,27.455633214341397
2021-03-14,FlyDubai,Dubai,Chennai,Business,First Flyer,26.98351582192628
2021-03-15,FlyDubai,Dubai,Chennai,Business,First Flyer,27.039608622315193
2021-03-16,FlyDubai,Dubai,Chennai,Business,First Flyer,26.680676152017586
2021-03-17,FlyDubai,Dubai,Chennai,Business,First Flyer,28.378002166685157
2021-03-18,FlyDubai,Dubai,Chennai,Business,First Flyer,27.698365088842458
2021-03-19,FlyDubai,Dubai,Chennai,Business,First Flyer,29.444103620273
2021-03-20,FlyDubai,Dubai,Chennai,Business,First Flyer,27.417611949975928
2021-03-21,FlyDubai,Dubai,Chennai,Business,First Flyer,26.945494557563627
2021-03-22,FlyDubai,Dubai,Chennai,Business,First Flyer,27.00158735795433
2021-03-23,FlyDubai,Dubai,Chennai,Business,First Flyer,26.642654887660058
2021-03-24,FlyDubai,Dubai,Chennai,Business,First Flyer,28.339980903243703
2021-03-25,FlyDubai,Dubai,Chennai,Business,First Flyer,27.66034382631892
2021-03-26,FlyDubai,Dubai,Chennai,Business,First Flyer,29.406082358666886
2021-03-27,FlyDubai,Dubai,Chennai,Business,First Flyer,27.379590689289383
2021-03-28,FlyDubai,Dubai,Chennai,Business,First Flyer,26.90747329779614
2021-03-29,FlyDubai,Dubai,Chennai,Business,First Flyer,26.963566099100948
2021-03-30,FlyDubai,Dubai,Chennai,Business,First Flyer,26.604633629724376
2021-03-31,FlyDubai,Dubai,Chennai,Business,First Flyer,28.30195964531167
2021-04-01,FlyDubai,Dubai,Chennai,Business,First Flyer,27.622322568389066
