Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2022-09-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377885.0125950392
2022-09-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361865.87839031755
2022-09-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365737.626123369
2022-09-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376352.0325900601
2022-09-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386488.4990702555
2022-09-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362277.12434299605
2022-09-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371037.3433109514
2022-09-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377606.168810852
2022-09-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361587.0346060773
2022-09-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365458.7823391187
2022-09-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376073.1888058787
2022-09-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386209.6552860609
2022-09-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361998.28055877786
2022-09-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370758.4995267077
2022-09-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377327.3250266444
2022-09-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361308.1908218964
2022-09-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365179.9385549401
2022-09-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375794.34502169734
2022-09-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385930.8115018554
2022-09-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361719.43677460775
2022-09-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370479.6557425499
2022-09-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377048.4812424917
2022-09-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361029.34703771555
2022-09-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364901.09477076144
2022-09-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375515.50123751594
2022-09-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385651.96771770774
2022-10-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361440.59299038956
2022-10-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370200.8119583272
2022-10-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376769.6374582699
2022-10-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,360750.5032535049
2022-10-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364622.25098653015
2022-10-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375236.65745333896
2022-10-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385373.1239335022
2022-10-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361161.7492061714
2022-10-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369921.96817416954
2022-10-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376490.79367408267
2022-10-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,360471.6594693564
2022-10-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364343.4072023325
2022-10-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374957.81366915314
2022-10-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385094.2801493075
2022-10-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,360882.90542204026
2022-10-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369643.1243899258
2022-10-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376211.9498898953
2022-10-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,360192.81568514585
2022-10-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364064.56341817277
2022-10-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374678.9698849762
2022-10-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384815.436365102
2022-10-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,360604.0616378221
2022-10-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369364.280605768
2022-10-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375933.106105708
2022-10-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,359913.97190096497
2022-10-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363785.7196339752
2022-10-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374400.1261007279
2022-10-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384536.59258089645
2022-10-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,360325.2178536279
2022-10-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369085.43682154536
2022-10-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375654.26232148625
2022-11-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,359635.1281167869
2022-11-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363506.8758497776
2022-11-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374121.28231654636
2022-11-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384257.74879669095
2022-11-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,360046.3740694338
2022-11-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368806.59303738765
2022-11-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375375.4185373133
2022-11-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,359356.28433260595
2022-11-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363228.03206559893
2022-11-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373842.438532365
2022-11-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383978.90501249634
2022-11-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,359767.5302852786
2022-11-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368527.74925322994
2022-11-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375096.57475312595
2022-11-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,359077.4405483954
2022-11-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362949.18828142027
2022-11-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373563.5947481881
2022-11-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383700.0612283378
2022-11-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,359488.6865010604
2022-11-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368248.9054690071
2022-11-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374817.73096893873
2022-11-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,358798.5967641848
2022-11-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362670.3444971889
2022-11-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373284.7509640112
2022-11-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383421.21744414314
2022-11-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,359209.8427168663
2022-11-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367970.06168484944
2022-11-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374538.88718473125
2022-11-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,358519.7529799743
2022-11-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362391.50071299134
2022-12-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373005.9071798253
2022-12-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383142.37365993764
2022-12-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,358930.9989326721
2022-12-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367691.2179006057
2022-12-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374260.0434005785
2022-12-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,358240.9091957933
2022-12-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362112.65692883154
2022-12-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372727.0633956484
2022-12-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382863.52987579
2022-12-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,358652.155148478
2022-12-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367412.3741164155
2022-12-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373981.19961635664
2022-12-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,357962.06541158276
2022-12-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361833.81314463395
2022-12-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372448.21961140004
2022-12-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382584.6860915845
2022-12-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,358373.3113642598
2022-12-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367133.53033222526
2022-12-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373702.3558321349
2022-12-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,357683.2216274343
2022-12-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361554.96936045535
2022-12-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372169.37582721864
2022-12-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382305.8423073898
2022-12-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,358094.46758008975
2022-12-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366854.68654806755
2022-12-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373423.51204798213
2022-12-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,357404.37784322375
2022-12-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,361276.1255762767
2022-12-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371890.53204303724
2022-12-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382026.99852319516
2022-12-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,357815.62379591045
2021-01-01,FlyDubai,Dubai,Chennai,Business,First Flyer,368660.77018221415
2021-01-02,FlyDubai,Dubai,Chennai,Business,First Flyer,343643.4386861782
2021-01-03,FlyDubai,Dubai,Chennai,Business,First Flyer,337814.85765055707
2021-01-04,FlyDubai,Dubai,Chennai,Business,First Flyer,338507.03144516796
2021-01-05,FlyDubai,Dubai,Chennai,Business,First Flyer,334075.71827314736
2021-01-06,FlyDubai,Dubai,Chennai,Business,First Flyer,355028.91609799594
2021-01-07,FlyDubai,Dubai,Chennai,Business,First Flyer,346638.50454574026
2021-01-08,FlyDubai,Dubai,Chennai,Business,First Flyer,368189.35489006096
2021-01-09,FlyDubai,Dubai,Chennai,Business,First Flyer,343172.02339403715
2021-01-10,FlyDubai,Dubai,Chennai,Business,First Flyer,337343.44235848996
2021-01-11,FlyDubai,Dubai,Chennai,Business,First Flyer,338035.6161530271
2021-01-12,FlyDubai,Dubai,Chennai,Business,First Flyer,333604.3029810476
2021-01-13,FlyDubai,Dubai,Chennai,Business,First Flyer,354557.5008058397
2021-01-14,FlyDubai,Dubai,Chennai,Business,First Flyer,346167.08925379487
2021-01-15,FlyDubai,Dubai,Chennai,Business,First Flyer,367717.93959828536
2021-01-16,FlyDubai,Dubai,Chennai,Business,First Flyer,342700.60810240573
2021-01-17,FlyDubai,Dubai,Chennai,Business,First Flyer,336872.027067014
2021-01-18,FlyDubai,Dubai,Chennai,Business,First Flyer,337564.2008617806
2021-01-19,FlyDubai,Dubai,Chennai,Business,First Flyer,333132.887689979
2021-01-20,FlyDubai,Dubai,Chennai,Business,First Flyer,354086.0855150306
2021-01-21,FlyDubai,Dubai,Chennai,Business,First Flyer,345695.6739629823
2021-01-22,FlyDubai,Dubai,Chennai,Business,First Flyer,367246.5243074702
2021-01-23,FlyDubai,Dubai,Chennai,Business,First Flyer,342229.192811643
2021-01-24,FlyDubai,Dubai,Chennai,Business,First Flyer,336400.6117762407
2021-01-25,FlyDubai,Dubai,Chennai,Business,First Flyer,337092.7855722248
2021-01-26,FlyDubai,Dubai,Chennai,Business,First Flyer,332661.472401695
2021-01-27,FlyDubai,Dubai,Chennai,Business,First Flyer,353614.6702279044
2021-01-28,FlyDubai,Dubai,Chennai,Business,First Flyer,345224.258677158
2021-01-29,FlyDubai,Dubai,Chennai,Business,First Flyer,366775.10902290803
2021-01-30,FlyDubai,Dubai,Chennai,Business,First Flyer,341757.7775282492
2021-01-31,FlyDubai,Dubai,Chennai,Business,First Flyer,335929.19649412873
2021-02-01,FlyDubai,Dubai,Chennai,Business,First Flyer,336621.37029015145
2021-02-02,FlyDubai,Dubai,Chennai,Business,First Flyer,332190.0571195765
2021-02-03,FlyDubai,Dubai,Chennai,Business,First Flyer,353143.25494585035
2021-02-04,FlyDubai,Dubai,Chennai,Business,First Flyer,344752.8433950701
2021-02-05,FlyDubai,Dubai,Chennai,Business,First Flyer,366303.69374077173
2021-02-06,FlyDubai,Dubai,Chennai,Business,First Flyer,341286.6540939642
2021-02-07,FlyDubai,Dubai,Chennai,Business,First Flyer,335458.3649076412
2021-02-08,FlyDubai,Dubai,Chennai,Business,First Flyer,336150.83055147296
2021-02-09,FlyDubai,Dubai,Chennai,Business,First Flyer,331719.80922867014
2021-02-10,FlyDubai,Dubai,Chennai,Business,First Flyer,352673.2989027367
2021-02-11,FlyDubai,Dubai,Chennai,Business,First Flyer,344283.17919978156
2021-02-12,FlyDubai,Dubai,Chennai,Business,First Flyer,365834.32139329176
2021-02-13,FlyDubai,Dubai,Chennai,Business,First Flyer,340817.2817464622
2021-02-14,FlyDubai,Dubai,Chennai,Business,First Flyer,334988.99256011733
2021-02-15,FlyDubai,Dubai,Chennai,Business,First Flyer,335681.4582039216
2021-02-16,FlyDubai,Dubai,Chennai,Business,First Flyer,331250.4368811587
2021-02-17,FlyDubai,Dubai,Chennai,Business,First Flyer,352203.92655521946
2021-02-18,FlyDubai,Dubai,Chennai,Business,First Flyer,343813.8068462581
2021-02-19,FlyDubai,Dubai,Chennai,Business,First Flyer,365364.9490338098
2021-02-20,FlyDubai,Dubai,Chennai,Business,First Flyer,340347.90938100853
2021-02-21,FlyDubai,Dubai,Chennai,Business,First Flyer,334519.62018872594
2021-02-22,FlyDubai,Dubai,Chennai,Business,First Flyer,335212.08582658274
2021-02-23,FlyDubai,Dubai,Chennai,Business,First Flyer,330781.0644977756
2021-02-24,FlyDubai,Dubai,Chennai,Business,First Flyer,351734.55416586605
2021-02-25,FlyDubai,Dubai,Chennai,Business,First Flyer,343344.43445687566
2021-02-26,FlyDubai,Dubai,Chennai,Business,First Flyer,364895.5766444083
2021-02-27,FlyDubai,Dubai,Chennai,Business,First Flyer,339878.53699161916
2021-02-28,FlyDubai,Dubai,Chennai,Business,First Flyer,334050.24779924646
2021-03-01,FlyDubai,Dubai,Chennai,Business,First Flyer,334742.71342339093
2021-03-02,FlyDubai,Dubai,Chennai,Business,First Flyer,330311.6920809035
2021-03-03,FlyDubai,Dubai,Chennai,Business,First Flyer,351265.18173525186
2021-03-04,FlyDubai,Dubai,Chennai,Business,First Flyer,342875.0620125423
2021-03-05,FlyDubai,Dubai,Chennai,Business,First Flyer,364426.20418634056
2021-03-06,FlyDubai,Dubai,Chennai,Business,First Flyer,339409.1645198172
2021-03-07,FlyDubai,Dubai,Chennai,Business,First Flyer,333580.87531374744
2021-03-08,FlyDubai,Dubai,Chennai,Business,First Flyer,334273.3409378624
2021-03-09,FlyDubai,Dubai,Chennai,Business,First Flyer,329842.31959534885
2021-03-10,FlyDubai,Dubai,Chennai,Business,First Flyer,350795.809249717
2021-03-11,FlyDubai,Dubai,Chennai,Business,First Flyer,342405.6895270087
2021-03-12,FlyDubai,Dubai,Chennai,Business,First Flyer,363956.83170081733
2021-03-13,FlyDubai,Dubai,Chennai,Business,First Flyer,338939.79203104455
2021-03-14,FlyDubai,Dubai,Chennai,Business,First Flyer,333111.5028216799
2021-03-15,FlyDubai,Dubai,Chennai,Business,First Flyer,333803.968442481
2021-03-16,FlyDubai,Dubai,Chennai,Business,First Flyer,329372.94709665707
2021-03-17,FlyDubai,Dubai,Chennai,Business,First Flyer,350326.43674772826
2021-03-18,FlyDubai,Dubai,Chennai,Business,First Flyer,341936.31702176016
2021-03-19,FlyDubai,Dubai,Chennai,Business,First Flyer,363487.4591922702
2021-03-20,FlyDubai,Dubai,Chennai,Business,First Flyer,338470.4195224528
2021-03-21,FlyDubai,Dubai,Chennai,Business,First Flyer,332642.13031312294
2021-03-22,FlyDubai,Dubai,Chennai,Business,First Flyer,333334.5959339462
2021-03-23,FlyDubai,Dubai,Chennai,Business,First Flyer,328903.5745881634
2021-03-24,FlyDubai,Dubai,Chennai,Business,First Flyer,349857.0642505435
2021-03-25,FlyDubai,Dubai,Chennai,Business,First Flyer,341466.944535907
2021-03-26,FlyDubai,Dubai,Chennai,Business,First Flyer,363018.0867177427
2021-03-27,FlyDubai,Dubai,Chennai,Business,First Flyer,338001.0470592775
2021-03-28,FlyDubai,Dubai,Chennai,Business,First Flyer,332172.7578612933
2021-03-29,FlyDubai,Dubai,Chennai,Business,First Flyer,332865.22349340125
2021-03-30,FlyDubai,Dubai,Chennai,Business,First Flyer,328434.2021589474
2021-03-31,FlyDubai,Dubai,Chennai,Business,First Flyer,349387.69182137254
2021-04-01,FlyDubai,Dubai,Chennai,Business,First Flyer,340997.572106763
2021-04-02,FlyDubai,Dubai,Chennai,Business,First Flyer,362548.71428859135
2021-04-03,FlyDubai,Dubai,Chennai,Business,First Flyer,337531.67463012174
2021-04-04,FlyDubai,Dubai,Chennai,Business,First Flyer,331703.38543211564
2021-04-05,FlyDubai,Dubai,Chennai,Business,First Flyer,332395.851073737
2021-04-06,FlyDubai,Dubai,Chennai,Business,First Flyer,327964.8297486508
2021-04-07,FlyDubai,Dubai,Chennai,Business,First Flyer,348918.31942045386
2021-04-08,FlyDubai,Dubai,Chennai,Business,First Flyer,340528.1997152053
2021-04-09,FlyDubai,Dubai,Chennai,Business,First Flyer,362079.3419065021
2021-04-10,FlyDubai,Dubai,Chennai,Business,First Flyer,337062.30225741945
2021-04-11,FlyDubai,Dubai,Chennai,Business,First Flyer,331234.0130688684
2021-04-12,FlyDubai,Dubai,Chennai,Business,First Flyer,331926.47871039424
2021-04-13,FlyDubai,Dubai,Chennai,Business,First Flyer,327495.4573853288
2021-04-14,FlyDubai,Dubai,Chennai,Business,First Flyer,348448.94705717074
2021-04-15,FlyDubai,Dubai,Chennai,Business,First Flyer,340058.82735191874
2021-04-16,FlyDubai,Dubai,Chennai,Business,First Flyer,361609.96954316227
2021-04-17,FlyDubai,Dubai,Chennai,Business,First Flyer,336592.9299024842
2021-04-18,FlyDubai,Dubai,Chennai,Business,First Flyer,330764.64072234253
2021-04-19,FlyDubai,Dubai,Chennai,Business,First Flyer,331457.1063722961
2021-04-20,FlyDubai,Dubai,Chennai,Business,First Flyer,327026.0850556856
2021-04-21,FlyDubai,Dubai,Chennai,Business,First Flyer,347979.5747359623
2021-04-22,FlyDubai,Dubai,Chennai,Business,First Flyer,339589.45503912173
2021-04-23,FlyDubai,Dubai,Chennai,Business,First Flyer,361140.59723879537
2021-04-24,FlyDubai,Dubai,Chennai,Business,First Flyer,336123.55759815866
2021-04-25,FlyDubai,Dubai,Chennai,Business,First Flyer,330295.26841799973
2021-04-26,FlyDubai,Dubai,Chennai,Business,First Flyer,330987.7340679238
2021-04-27,FlyDubai,Dubai,Chennai,Business,First Flyer,326556.7127512871
2021-04-28,FlyDubai,Dubai,Chennai,Business,First Flyer,347510.202438055
2021-04-29,FlyDubai,Dubai,Chennai,Business,First Flyer,339120.08274769376
2021-04-30,FlyDubai,Dubai,Chennai,Business,First Flyer,360671.22495391883
2021-05-01,FlyDubai,Dubai,Chennai,Business,First Flyer,335654.185319757
2021-05-02,FlyDubai,Dubai,Chennai,Business,First Flyer,329825.89614607295
2021-05-03,FlyDubai,Dubai,Chennai,Business,First Flyer,330518.36180253245
2021-05-04,FlyDubai,Dubai,Chennai,Business,First Flyer,326087.3404924172
2021-05-05,FlyDubai,Dubai,Chennai,Business,First Flyer,347040.8301791471
2021-05-06,FlyDubai,Dubai,Chennai,Business,First Flyer,338650.71048878465
2021-05-07,FlyDubai,Dubai,Chennai,Business,First Flyer,360201.8526949614
2021-05-08,FlyDubai,Dubai,Chennai,Business,First Flyer,335184.8130608459
2021-05-09,FlyDubai,Dubai,Chennai,Business,First Flyer,329356.52388713986
2021-05-10,FlyDubai,Dubai,Chennai,Business,First Flyer,330048.98955307755
2021-05-11,FlyDubai,Dubai,Chennai,Business,First Flyer,325617.9682524595
2021-05-12,FlyDubai,Dubai,Chennai,Business,First Flyer,346571.45794858894
2021-05-13,FlyDubai,Dubai,Chennai,Business,First Flyer,338181.3382677047
2021-05-14,FlyDubai,Dubai,Chennai,Business,First Flyer,359732.48048335256
2021-05-15,FlyDubai,Dubai,Chennai,Business,First Flyer,334715.4408586144
2021-05-16,FlyDubai,Dubai,Chennai,Business,First Flyer,328887.15169439925
2021-05-17,FlyDubai,Dubai,Chennai,Business,First Flyer,329579.61736030946
2021-05-18,FlyDubai,Dubai,Chennai,Business,First Flyer,325148.59605968057
2021-05-19,FlyDubai,Dubai,Chennai,Business,First Flyer,346102.08575588063
2021-05-20,FlyDubai,Dubai,Chennai,Business,First Flyer,337711.9660749929
2021-05-21,FlyDubai,Dubai,Chennai,Business,First Flyer,359263.10829063825
2021-05-22,FlyDubai,Dubai,Chennai,Business,First Flyer,334246.06866564136
2021-05-23,FlyDubai,Dubai,Chennai,Business,First Flyer,328417.7795009778
2021-05-24,FlyDubai,Dubai,Chennai,Business,First Flyer,329110.24516655
2021-05-25,FlyDubai,Dubai,Chennai,Business,First Flyer,324679.2238655052
2021-05-26,FlyDubai,Dubai,Chennai,Business,First Flyer,345632.71356126724
2021-05-27,FlyDubai,Dubai,Chennai,Business,First Flyer,337242.5938800342
2021-05-28,FlyDubai,Dubai,Chennai,Business,First Flyer,358793.7360953202
2021-05-29,FlyDubai,Dubai,Chennai,Business,First Flyer,333776.6964702446
2021-05-30,FlyDubai,Dubai,Chennai,Business,First Flyer,327948.4073056157
2021-05-31,FlyDubai,Dubai,Chennai,Business,First Flyer,328640.8729711605
2021-06-01,FlyDubai,Dubai,Chennai,Business,First Flyer,324209.8516701366
2021-06-02,FlyDubai,Dubai,Chennai,Business,First Flyer,345163.3413607277
2021-06-03,FlyDubai,Dubai,Chennai,Business,First Flyer,336773.2216742766
2021-06-04,FlyDubai,Dubai,Chennai,Business,First Flyer,358324.36388430424
2021-06-05,FlyDubai,Dubai,Chennai,Business,First Flyer,333307.32425400836
2021-06-06,FlyDubai,Dubai,Chennai,Business,First Flyer,327479.0350842323
2021-06-07,FlyDubai,Dubai,Chennai,Business,First Flyer,328171.50074457796
2021-06-08,FlyDubai,Dubai,Chennai,Business,First Flyer,323740.4794383181
2021-06-09,FlyDubai,Dubai,Chennai,Business,First Flyer,344693.9691289034
2021-06-10,FlyDubai,Dubai,Chennai,Business,First Flyer,336303.8494424792
2021-06-11,FlyDubai,Dubai,Chennai,Business,First Flyer,357854.9916525171
2021-06-12,FlyDubai,Dubai,Chennai,Business,First Flyer,332837.952022256
2021-06-13,FlyDubai,Dubai,Chennai,Business,First Flyer,327009.6628524012
2021-06-14,FlyDubai,Dubai,Chennai,Business,First Flyer,327702.12877645507
2021-06-15,FlyDubai,Dubai,Chennai,Business,First Flyer,323271.10773383867
2021-06-16,FlyDubai,Dubai,Chennai,Business,First Flyer,344224.59768808784
2021-06-17,FlyDubai,Dubai,Chennai,Business,First Flyer,335834.4782653108
2021-06-18,FlyDubai,Dubai,Chennai,Business,First Flyer,357385.6207390603
2021-06-19,FlyDubai,Dubai,Chennai,Business,First Flyer,332368.5813724076
2021-06-20,FlyDubai,Dubai,Chennai,Business,First Flyer,326540.29246632534
2021-06-21,FlyDubai,Dubai,Chennai,Business,First Flyer,327232.7583903496
2021-06-22,FlyDubai,Dubai,Chennai,Business,First Flyer,322801.73734773893
2021-06-23,FlyDubai,Dubai,Chennai,Business,First Flyer,343755.2273020016
2021-06-24,FlyDubai,Dubai,Chennai,Business,First Flyer,335365.1078791957
2021-06-25,FlyDubai,Dubai,Chennai,Business,First Flyer,356916.250352926
2021-06-26,FlyDubai,Dubai,Chennai,Business,First Flyer,331899.210999706
2021-06-27,FlyDubai,Dubai,Chennai,Business,First Flyer,326070.922106954
2021-06-28,FlyDubai,Dubai,Chennai,Business,First Flyer,326763.38804442284
2021-06-29,FlyDubai,Dubai,Chennai,Business,First Flyer,322332.367015238
2021-06-30,FlyDubai,Dubai,Chennai,Business,First Flyer,343285.85698296624
2021-07-01,FlyDubai,Dubai,Chennai,Business,First Flyer,334895.73757360276
2021-07-02,FlyDubai,Dubai,Chennai,Business,First Flyer,356446.8800607344
2021-07-03,FlyDubai,Dubai,Chennai,Business,First Flyer,331429.84070753324
2021-07-04,FlyDubai,Dubai,Chennai,Business,First Flyer,325601.5518148207
2021-07-05,FlyDubai,Dubai,Chennai,Business,First Flyer,326294.01775226
2021-07-06,FlyDubai,Dubai,Chennai,Business,First Flyer,321862.99672309984
2021-07-07,FlyDubai,Dubai,Chennai,Business,First Flyer,342816.4866941356
2021-07-08,FlyDubai,Dubai,Chennai,Business,First Flyer,334426.3672881071
2021-07-09,FlyDubai,Dubai,Chennai,Business,First Flyer,355977.5097785923
2021-07-10,FlyDubai,Dubai,Chennai,Business,First Flyer,330960.47042876435
2021-07-11,FlyDubai,Dubai,Chennai,Business,First Flyer,325132.1815393797
2021-07-12,FlyDubai,Dubai,Chennai,Business,First Flyer,325824.6474801279
2021-07-13,FlyDubai,Dubai,Chennai,Business,First Flyer,321393.62645428005
2021-07-14,FlyDubai,Dubai,Chennai,Business,First Flyer,342347.1164253031
2021-07-15,FlyDubai,Dubai,Chennai,Business,First Flyer,333956.9970192593
2021-07-16,FlyDubai,Dubai,Chennai,Business,First Flyer,355508.1395097358
2021-07-17,FlyDubai,Dubai,Chennai,Business,First Flyer,330491.1001598974
2021-07-18,FlyDubai,Dubai,Chennai,Business,First Flyer,324662.8112704795
2021-07-19,FlyDubai,Dubai,Chennai,Business,First Flyer,325355.2772174792
2021-07-20,FlyDubai,Dubai,Chennai,Business,First Flyer,320924.25619783375
2021-07-21,FlyDubai,Dubai,Chennai,Business,First Flyer,341877.7461749871
2021-07-22,FlyDubai,Dubai,Chennai,Business,First Flyer,333487.6267750964
2021-07-23,FlyDubai,Dubai,Chennai,Business,First Flyer,355038.769271754
2021-07-24,FlyDubai,Dubai,Chennai,Business,First Flyer,330021.7299280549
2021-07-25,FlyDubai,Dubai,Chennai,Business,First Flyer,324193.44104487216
2021-07-26,FlyDubai,Dubai,Chennai,Business,First Flyer,324885.90699174855
2021-07-27,FlyDubai,Dubai,Chennai,Business,First Flyer,320454.88597209216
2021-07-28,FlyDubai,Dubai,Chennai,Business,First Flyer,341408.3759492907
2021-07-29,FlyDubai,Dubai,Chennai,Business,First Flyer,333018.2565494268
2021-07-30,FlyDubai,Dubai,Chennai,Business,First Flyer,354569.3990460771
2021-07-31,FlyDubai,Dubai,Chennai,Business,First Flyer,329552.359702659
2021-08-01,FlyDubai,Dubai,Chennai,Business,First Flyer,323724.07081973966
2021-08-02,FlyDubai,Dubai,Chennai,Business,First Flyer,324416.5367670059
